372515533,一个带透明化及滚动截图(截屏)功能的截图软件,,89e830d,"['c-plus-plus', 'screenshot']","{'QMake': '2.0', 'C': '0.2'}",['xinhecuican'],8
386151120,,,,[],"{'QMake': '13.1', 'C': '3.1'}",['xinhecuican'],0
280409196,,,,[],{'Python': '100.0'},['xinhecuican'],0
300279853,,,,[],{},[],0
360873832,,,,[],"{'Python': '94.0', 'Batchfile': '6.0'}",['xinhecuican'],0
323038495,,,,[],{},['xinhecuican'],0
316480425,自动唤醒你的LeanCloud,,,[],{'Python': '100.0'},"['Cheny233', 'xinhecuican']",0
349337159,,,,[],{'Java': '100.0'},['xinhecuican'],0
225302605,,,,[],"{'HTML': '98.0', 'CSS': '1.6', 'JavaScript': '0.4'}",['xinhecuican'],0
249714823,A mobile friendly viewport triggered animation jQuery Plugin using greensock.,,,[],"{'JavaScript': '69.2', 'HTML': '30.8'}",['mpalpha'],0
250591539,A simple jQuery plugin that gives you percentage-based animated bar filling...,,,[],"{'JavaScript': '66.2', 'HTML': '24.4', 'CSS': '9.4'}",['9bitStudios'],0
269134766,biznes PSD TO HTML B4,,,[],"{'HTML': '75.7', 'CSS': '20.5', 'JavaScript': '3.8'}",['romanofficial'],0
339771387,Simple book list app with vanilla JavaScript.,,,[],"{'HTML': '76.5', 'JavaScript': '23.5'}",['srsetu'],0
258521680,It's my first work practice to learn youtube free resources - Album example,,,[],{'HTML': '100.0'},[],0
353786335,"selectiv value Additional, Subtraction, Multiply, Division",,,[],{'PHP': '100.0'},['romanofficial'],0
250800177,Counter-Up is a lightweight jQuery plugin that counts up to a targeted number when the number becomes visible.,,,[],{'JavaScript': '100.0'},['bfintal'],0
258532266,this is my second task and added some basics css ,,,[],"{'HTML': '78.9', 'CSS': '21.1'}",['romanofficial'],0
245640865,,,,[],"{'CSS': '71.2', 'HTML': '28.8'}",[],0
259435094,"Works with bootstrap4, JS, JQ Plugin & some css property usages",,,[],"{'HTML': '73.5', 'CSS': '22.6', 'JavaScript': '3.9'}",['romanofficial'],0
260708511,⚠️ [Deprecated] No longer maintained. A simple jQuery datepicker plugin.,,,[],"{'JavaScript': '91.1', 'CSS': '6.7', 'HTML': '2.2'}","['fengyuanchen', 'karatheodory', 'areeb111', 'arxeiss', 'PeachScript', 'Quenty31', 'arulprabakaran', 'balex13', 'aried3r', 'bblanchon', 'bjornoss', 'dimovelev', 'gedeminas', 'GoktugOzturk', 'jfrader', 'luizreginaldo', 'marianmirzacu', 'ljungmark', 'NullIsNot0', 'OArnarsson', 'PasanBhanu', 'aka-wintermute', 'ProudOne', 'IWRichard', 'tonyspb', 'wooseopkim', 'abduwaly', 'bgeree', 'dungphanxuan', 'gfragioud']",0
334636728,Decimal Value Convert To Binary With Digital Clock,,,[],"{'CSS': '65.0', 'HTML': '19.2', 'JavaScript': '15.8'}",['romanofficial'],0
250589970,Responsive carousel jQuery plugin...,,,[],"{'JavaScript': '73.5', 'HTML': '17.0', 'CSS': '9.5'}","['9bitStudios', 'ToniChaz', 'x09326', 'johnboyle05', 'numanWD', 'yeosblue']",0
249633861,fullPage plugin by Alvaro Trigo. Create full screen pages fast and simple,,,[],"{'JavaScript': '93.2', 'HTML': '5.4', 'CSS': '1.4'}","['alvarotrigo', 'd13', 'Petro-Ivvysoft', 'publicJorn', 'mlhDevelopment', 'MercureTony', 'patrick91', 'thisisfed', 'tomByrer', 'AnMokoto', 'blueyed', 'jackmu95', 'Jhony0311', 'ziggythehamster', 'dotEthan', 'gavsim', 'nivv', 'alusch', 'Abott1222', 'andreibosco', 'ArsalanDotMe', 'askmrsinh', 'djowett', 'kant', 'hang-qi', 'Jason-Cooke', 'emerge-joe-watkins', 'JustH', 'karlcarstensen', 'prplx']",0
245696309,my first practicing project work  ,,,[],"{'HTML': '55.2', 'CSS': '44.8'}",[],0
252523433,"A collection of CSS3 powered hover effects to be applied to links, buttons, logos, SVG, featured images and so on. Easily apply to your own elements, modify or just use for inspiration. Available in CSS, Sass, and LESS.",,,[],"{'CSS': '92.9', 'HTML': '6.4', 'JavaScript': '0.7'}","['IanLunn', 'Minimalistic', 'Jaspur', 'mdavis1982', 'colbyfayock', 'sturobson', 'benbayard', 'Dusandinho', 'joseluis', 'leandono', 'Machou', 'marcobiedermann', 'ratbeard', 'MohannadNaj', 'gitter-badger', 'fay-jai', 'zachlatta', 'jamesgoldswain', 'kvnxdev', 'xyzhanjiang']",0
253527786,This script is the defacto way to enable use of HTML5 sectioning elements in legacy Internet Explorer.,,,[],"{'JavaScript': '85.8', 'HTML': '10.8', 'CSS': '3.4'}","['jonathantneal', 'jdalton', 'paulirish', 'imjoshdean', 'RobLoach', 'brianblakely', 'davidhund', 'ferrybig', 'mathiasbynens', 'thomaswelton', 'addyosmani', 'kidwm', 'davidl', 'fakundo', 'cebor', 'enigmatic-user', 'javiercejudo', 'j15e', 'jonasjacek', 'gravataLonga', 'justinbmeyer', 'maxmillion', 'slavanga', 'drzax', 'daiscog', 'vlakoff']",0
250587808,:revolving_hearts: Filter & sort magical layouts,,,[],"{'HTML': '65.0', 'JavaScript': '32.9', 'CSS': '2.1'}","['desandro', 'DrorCohenCC', 'hawkrives', 'Dachande663', 'MathieuDuponchelle', 'prayagverma', 'SBoudrias', 'luxe', 'hubdotcom', 'orthographic-pedant']",0
249633999,A lightweight jQuery vertical scroll - horizontal move plugin with parallax effect.,,,[],"{'JavaScript': '88.9', 'CSS': '11.1'}","['pixxelfactory', 'iuliux', 'RodrigoEspinosa']",0
249634103,A lightweight jQuery plugin that replaces native select elements with customizable dropdowns.,,,[],"{'JavaScript': '49.8', 'CSS': '38.6', 'HTML': '11.6'}","['hernansartorio', 'jsimnz', 'robmarston']",0
249740014,Add a water ripple effect to your background using WebGL.,,,[],{'JavaScript': '100.0'},['sirxemic'],0
337766486,,,,[],"{'HTML': '83.2', 'JavaScript': '16.8'}",['romanofficial'],0
340837346,"magneticHover lets you trigger hover effect on the element when the cursor is near it, but not over it yet",,,[],"{'JavaScript': '93.4', 'HTML': '6.6'}","['lazio', 'stoyanovk', 'dependabot[bot]', 'HLOkeksandr']",0
282416210,Roman Hossain Shaon Matrimonial Biodata,,,[],"{'HTML': '67.3', 'CSS': '21.4', 'JavaScript': '11.3'}",['romanofficial'],0
250180660,"A high-performance, dependency-free library for animated filtering, sorting, insertion, removal and more",,,[],"{'JavaScript': '98.1', 'HTML': '1.4', 'CSS': '0.5'}","['patrickkunka', 'LukasDrgon', 'c33s']",0
360868009,Move uploaded file rename,,,[],"{'PHP': '57.2', 'Hack': '42.8'}",['romanofficial'],0
260506844,DEPRECATED jQuery Responsive Carousel.,,,[],"{'JavaScript': '46.3', 'HTML': '28.8', 'CSS': '24.9'}","['hellobart', 'daviddeutsch', 'pascalporedda', 'greg5green', 'OwlCarousel2', 'joeyjoejoejr', 'nervo', 'keeganbrown', 'tdecaluwe', 'keefyhub', 'peter-mouland', 'gabehayes', 'prayagverma', 'graingert', 'tomjn', 'spyesx', 'nsams', 'patrickk', 'spitza', 'rosemarystanley', 'mtraynham', 'ngengs', 'shur', 'iandonovan', 'abeMedia', 'Nashuim', 'ahmednuaman', 'aicma', 'sod', 'AlexandreKilian']",0
249364685,pagePiling plugin by Alvaro Trigo. Create a scrolling pile of sections. http://alvarotrigo.com/pagePiling/,,,[],"{'JavaScript': '92.8', 'CSS': '7.2'}","['alvarotrigo', 'philipheinser', 'NahshalElN', 'clairetsai818', 'kkirsche', 'decause', 'SakhirAtwi', 'bryant1410', 'Sommerfeld', 'amarema', 'cymruu', 'dawsbot']",0
249774709,A lightweight JavaScript library for creating particles,,,[],{'JavaScript': '100.0'},"['VincentGarreau', 'calvintennant', 'aweary', 'icodeforlove', 'csu', 'dipree', 'jzjzjzj', 'kkirsche', 'LevChurakov', 'Arturszott', 'pborreli', 'victorbstan', 'xavhan']",0
360867133,,,,[],"{'PHP': '78.9', 'Hack': '21.0', 'CSS': '0.1'}",['sushma-singh-yadav'],0
332870449,,,,[],{},['uumar92'],0
332871133,,,,[],{'Java': '100.0'},['uumar92'],0
249707341,,,,[],{},[],0
286402932,🍺 The missing package manager for macOS (or Linux),,,[],"{'Ruby': '94.6', 'Shell': '3.2', 'Roff': '2.1', 'HTML': '0.1', 'Swift': '0.0', 'Dockerfile': '0.0'}","['MikeMcQuaid', 'jacknagel', 'reitermarkus', 'adamv', 'mxcl', 'xu-cheng', 'DomT4', 'mistydemeo', 'sjackman', 'UniqMartin', 'ilovezfs', 'GauthamGoli', 'dependabot-preview[bot]', 'jonchang', 'alyssais', 'Bo98', 'bfontaine', 'commitay', 'issyl0', 'maxim-belkin', 'EricFromCanada', 'lionellloh', 'woodruffw', 'vladshablinsky', 'tdsmith', 'dawidd6', 'amyspark', 'apjanke', 'samueljohn', 'whoiswillma']",0
328928509,SVG and PNG renders of all countries' flags.,,,[],{'JavaScript': '100.0'},"['hampusborgos', 'wyattoday', 'JosiYosi', 'sadika9', 'xxtemp', 'JimmyCushnie', 'redaxmedia', 'tastycode', 'krissi', 'abettermap', 'kajornsakp', 'marco-schmidt', 'mattconsto', 'Maskedman99', 'imtoori', 'sveinbjornt', 'Wulf', 'hrynko']",0
248451430,"Cross-platform .NET sample microservices and container based application that runs on Linux Windows and macOS. Powered by .NET Core 3.0, Docker Containers and Azure Kubernetes Services. Supports Visual Studio, VS for Mac and CLI based environments with Docker CLI, dotnet CLI, VS Code or any other code editor.",,,[],"{'JavaScript': '11.7', 'HTML': '4.1', 'Dockerfile': '3.4', 'CSS': '3.1', 'TypeScript': '2.8', 'Other': '3.7'}","['CESARDELATORRE', 'eiximenis', 'christian147', 'ramon-tomas-c', 'mvelosop', 'dsrodenas', 'davidbritch', 'unaizorrilla', 'jsuarezruiz', 'chlowell', 'BillWagner', 'nishanil', 'andrelmp', 'MarcosCobena', 'jacano', 'ardalis', 'SychevIgor', 'rafsanulhasan', 'sbwalker', 'cmilanf', 'jo-ninja', 'mvanbeusekom', 'vnextcoder', 'dmytrohridin', 'geertvl', 'glennc', 'Alexbits', 'bgrainger', 'sescalada', 'chinaq']",0
347445373,,,,[],{'JavaScript': '100.0'},['uumar92'],0
36028383,,,,[],{},[],0
202678380,JW Player is the world's most popular embeddable media player.,,,[],"{'JavaScript': '91.7', 'CSS': '6.6', 'HTML': '1.7'}","['robwalch', 'donato', 'egreaves', 'pajong', 'jw-kaurand', 'pablos1', 'alkupe', 'DanFerrer', 'karimMourra', 'hussam-i-am', 'waxidiotic', 'johnBartos', 'vseventer', 'jeroenwijering', 'zetagame', 'jnatalzia', 'madikarizma', 'boyntoni', 'radium-v', 'emaxsaun', 'chazmatazz', 'dannyfinks', 'jw-ads-team', 'mattcoz', 'johanberonius', 'IsaacSchemm', 'foolip', 'chrisdeely', 'esetnik', 'esboyd']",0
183151138,,,,[],{'JavaScript': '100.0'},[],0
302244006,A Simple Android voice recording and playing application,,,[],"{'Kotlin': '61.9', 'Java': '38.1'}",['Shaheer37'],0
288668286,An example of calling REST APIs in iOS,,,[],{'Swift': '100.0'},['matteom'],0
326974021,,,,[],{},['umar-dev'],0
339358187,"Many labs are already reporting AMR data in WHONET application. Thus, the data from WHONET needs to be imported in DHIS2 and made available for analysis on the dashboards. There is a requirement of an app that can allow import of standard output file from WHONET into DHIS2 and should be user friendly for labs to import the data on periodic basis.  WHONET libraries follow a particular coding scheme for all the column heads based on WHONET libraries. The column layout changes based on the data fields for which data is available but the field names remain same as per the data library. Thus, these field names can be used for mapping of data to DHIS2 metadata for importing in the application.",,,[],"{'JavaScript': '99.6', 'Other': '0.4'}",['Julhas08'],0
339358045,,,,[],"{'JavaScript': '98.6', 'CSS': '1.1', 'HTML': '0.3'}","['Julhas08', 'eliskir']",0
280122681,Zoom Android SDK,,,[],{'Java': '100.0'},['carsonzoom'],0
378580673,,,,[],{},['subhadipp-cloud'],0
378209261,,,,[],{},['subhadipp-cloud'],0
378583265,,,,[],{},['subhadipp-cloud'],0
88707410,,,,[],"{'C': '55.2', 'Makefile': '2.7'}",['navidR'],0
68805002,ChakraCore is the core part of the Chakra Javascript engine that powers Microsoft Edge,,,[],"{'JavaScript': '56.0', 'C': '5.1', 'Assembly': '0.2', 'Roff': '0.2', 'Batchfile': '0.1', 'Other': '0.3'}","['Cellule', 'MikeHolman', 'leirocks', 'obastemur', 'dilijev', 'pleath', 'rajatd', 'akroshg', 'digitalinfinity', 'ThomsonTan', 'aneeshdk', 'Penguinwizzard', 'boingoing', 'agarwal-sandeep', 'curtisman', 'Yongqu', 'kunalspathak', 'commonlisp', 'tcare', 'Krovatkin', 'satheeshravi', 'arunetm-zz', 'LouisLaf', 'mrkmarron', 'nmostafa', 'abchatra', 'xanlpz', 'kfarnung', 'EdMaurer', 'mcfi']",0
168753643,Low-level storage engine for managing disk blocks with dynamic caching and disk direct access in databases.,,,[],{'CMake': '5.3'},['navidR'],0
151797008,A common bricks library  for building scalable and portable distributed machine learning.,,,[],"{'Python': '7.3', 'Java': '4.8', 'CMake': '2.7', 'Makefile': '1.0', 'Shell': '0.6'}","['tqchen', 'mli', 'piiswrong', 'jermainewang', 'hjk41', 'antinucleon', 'hotpxl', 'cjolivier01', 'hcho3', 'larroy', 'yajiedesign', 'ptrendx', 'formath', 'happynear', 'anirudh2290', 'haojin2', 'superbobry', 'khotilov', 'solin319', 'szha', 'AbdealiJK', 'DickJC123', 'Earthson', 'eric-haibin-lin', 'jli05', 'JiadingGai', 'pierric', 'KOLANICH', 'Lisz1024', 'rahul003']",0
