2ff2ae8,[],bug_report.md,md,0,0,38,0,.github/ISSUE_TEMPLATE/bug_report.md
2ff2ae8,[],custom.md,md,0,0,10,0,.github/ISSUE_TEMPLATE/custom.md
2ff2ae8,[],feature_request.md,md,0,0,20,0,.github/ISSUE_TEMPLATE/feature_request.md
2ff2ae8,[],update.cpp,cpp,1,0,8,3,Manager/update.cpp
2ff2ae8,[],README.md,md,1,0,22,29,README.md
2ff2ae8,[],main.cpp,cpp,1,0,2,1,main.cpp
6ad223d,[],key_manager.cpp,cpp,1,0,10,4,Manager/key_manager.cpp
6ad223d,[],update.cpp,cpp,1,0,2,0,Manager/update.cpp
6ad223d,[],window_manager.cpp,cpp,1,0,47,44,Manager/window_manager.cpp
6ad223d,[],window_manager.h,h,1,0,1,0,Manager/window_manager.h
6ad223d,[],Common.h,h,1,0,13,1,Paint/Data/Common.h
6ad223d,[],paint_layer.cpp,cpp,1,0,5,3,Paint/Widgets/Layers/paint_layer.cpp
6ad223d,[],paint_layer.h,h,1,0,1,3,Paint/Widgets/Layers/paint_layer.h
6ad223d,[],picture_layer.cpp,cpp,1,0,45,0,Paint/Widgets/Layers/picture_layer.cpp
6ad223d,[],picture_layer.h,h,1,0,1,0,Paint/Widgets/Layers/picture_layer.h
6ad223d,[],text_edit.cpp,cpp,0,0,92,0,Paint/Widgets/Layers/text_edit.cpp
6ad223d,[],text_edit.h,h,0,0,24,0,Paint/Widgets/Layers/text_edit.h
6ad223d,[],text_layer.cpp,cpp,1,0,360,11,Paint/Widgets/Layers/text_layer.cpp
6ad223d,[],text_layer.h,h,1,0,21,1,Paint/Widgets/Layers/text_layer.h
6ad223d,[],Paint_area.h,h,1,0,8,3,Paint/Widgets/Paint_area.h
6ad223d,[],flow_edit_panel.cpp,cpp,1,0,33,4,Paint/Widgets/Panels/flow_edit_panel.cpp
6ad223d,[],flow_edit_panel.h,h,1,0,9,0,Paint/Widgets/Panels/flow_edit_panel.h
6ad223d,[],paint_setting_panel.cpp,cpp,1,0,86,2,Paint/Widgets/Panels/paint_setting_panel.cpp
6ad223d,[],history.cpp,cpp,1,0,264,51,Paint/Widgets/history.cpp
6ad223d,[],history.h,h,1,0,10,0,Paint/Widgets/history.h
6ad223d,[],paint_area.cpp,cpp,1,0,36,11,Paint/Widgets/paint_area.cpp
6ad223d,[],paint_window.cpp,cpp,1,0,19,11,Paint/paint_window.cpp
6ad223d,[],setting.cpp,cpp,1,0,3,3,Panel/setting.cpp
6ad223d,[],Resources.qrc,qrc,1,0,1,0,Resource/Resources.qrc
6ad223d,[],brush.png,png,0,0,0,0,Resource/brush.png
6ad223d,[],spacer.cpp,cpp,1,0,3,2,Style_widget/spacer.cpp
6ad223d,[],capture.pro,pro,1,0,4,0,capture.pro
6ad223d,[],main.cpp,cpp,1,0,15,4,main.cpp
6ad223d,[],main_fliter.cpp,cpp,0,0,71,0,main_fliter.cpp
6ad223d,[],main_fliter.h,h,0,0,24,0,main_fliter.h
6ad223d,[],mainwindow.cpp,cpp,1,0,23,74,mainwindow.cpp
6ad223d,[],mainwindow.h,h,1,0,2,6,mainwindow.h
6ad223d,[],capture_button_action.cpp,cpp,1,0,9,5,new_capture/capture_button_action.cpp
6ad223d,[],capture_window.cpp,cpp,1,0,12,5,new_capture/capture_window.cpp
6ad223d,[],capture_window.h,h,1,0,1,0,new_capture/capture_window.h
aed0807,[],bug_report.md,md,0,0,38,0,.github/ISSUE_TEMPLATE/bug_report.md
aed0807,[],custom.md,md,0,0,10,0,.github/ISSUE_TEMPLATE/custom.md
aed0807,[],feature_request.md,md,0,0,20,0,.github/ISSUE_TEMPLATE/feature_request.md
d89684a,[],Reply_timeout.h,h,1,0,26,11,Manager/Data/Reply_timeout.h
d89684a,[],update_data.cpp,cpp,1,0,2,2,Manager/Data/update_data.cpp
d89684a,[],update_data.h,h,1,0,7,0,Manager/Data/update_data.h
d89684a,[],update_dialog.cpp,cpp,1,0,93,56,Manager/Data/update_dialog.cpp
d89684a,[],update_dialog.h,h,1,0,5,2,Manager/Data/update_dialog.h
d89684a,[],key_manager.cpp,cpp,1,0,2,1,Manager/key_manager.cpp
d89684a,[],update.cpp,cpp,1,0,36,7,Manager/update.cpp
d89684a,[],update.h,h,1,0,3,0,Manager/update.h
d89684a,[],Common.h,h,1,0,1,0,Paint/Data/Common.h
d89684a,[],stretch_button.cpp,cpp,1,0,4,0,Paint/Data/stretch_button.cpp
d89684a,[],stretch_button.h,h,1,0,1,0,Paint/Data/stretch_button.h
d89684a,[],paint_layer.cpp,cpp,1,0,6,1,Paint/Widgets/Layers/paint_layer.cpp
d89684a,[],text_layer.cpp,cpp,1,0,8,0,Paint/Widgets/Layers/text_layer.cpp
d89684a,[],text_layer.h,h,1,0,1,0,Paint/Widgets/Layers/text_layer.h
d89684a,[],Paint_area.h,h,1,0,3,2,Paint/Widgets/Paint_area.h
d89684a,[],history.cpp,cpp,1,0,7,5,Paint/Widgets/history.cpp
